,index,degree_topic,degree_level,related_skill,is_degree_related_to_skill,cluster_ignore,weight_y_ignore,source_ignore,tfidf,ans1,ans12,textrank,ans1clean,ans12clean,weight_new,weight_new0,weight_new1,weight_new2,weight_new3,weight_new4
438,19,Medicine,Bachelor,Knowledge of Statistics,1.0,72.0,3.0,Medicine (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0315400565096959, Yes, Yes.,,yes,yes,12.0,6.0,3.0,3.0,6.0,3.0
439,20,Medicine,Bachelor,Pre-Clinical Development,1.0,72.0,3.0,Medicine (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0815453709261056, No, Maybe,0.1050971896611132,no,maybe,1.5,1.0,0.5,1.0,2.0,1.0
440,21,Medicine,Bachelor,Clinical Research,1.0,72.0,3.0,Medicine (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0566475730430603, No, Yes,0.0911013211683581,no,yes,6.0,1.0,0.5,0.5,1.0,0.5
441,22,Medicine,Bachelor,Cell Biology,1.0,72.0,2.0,Medicine (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0585797126994414, Yes, Yes,0.0959697907134602,yes,yes,8.0,4.0,2.0,2.0,4.0,2.0
442,23,Medicine,Bachelor,Immunology,1.0,72.0,2.0,Medicine (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.07947739977674, Yes, Yes,0.0529185228192245,yes,yes,8.0,4.0,2.0,2.0,4.0,2.0
443,24,Medicine,Bachelor,Transplanting,1.0,72.0,2.0,Medicine (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0930821962482877," No, a Bachelor of Medicine degree does not teach transplanting. Transplanting is a specialized field of medicine that requires additional training and certification.", No.,0.0529185228192245,no,no,1.0,1.0,0.5,0.5,1.0,0.5
444,25,Medicine,Bachelor,Molecular Biology,1.0,72.0,2.0,Medicine (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0532745696829634, No, Yes,0.0959697907134602,no,yes,4.0,1.0,0.5,0.5,1.0,0.5
445,26,Medicine,Bachelor,Epidemiology,1.0,72.0,2.0,Medicine (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0776066923220015, Yes, Yes,0.0529185228192245,yes,yes,8.0,4.0,2.0,2.0,4.0,2.0
446,27,Medicine,Bachelor,Pathology,1.0,72.0,2.0,Medicine (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0679405744545579, Yes, Yes,0.0529185228192245,yes,yes,8.0,4.0,2.0,2.0,4.0,2.0
447,28,Medicine,Bachelor,Neurology,1.0,72.0,2.0,Medicine (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0743278261802579, No, Yes,0.0529185228192245,no,yes,4.0,1.0,0.5,0.5,1.0,0.5
448,29,Medicine,Bachelor,Medical Research,1.0,72.0,2.0,Medicine (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0614928370957767," No. A Bachelor of Medicine degree does not teach Medical Research. Medical Research is typically taught at the graduate level, such as a Master's or Doctoral degree in a related field.", Yes,0.078971368172808,no,yes,4.0,1.0,0.5,0.5,1.0,0.5
449,30,Medicine,Bachelor,Clinical Study Design,1.0,72.0,2.0,Medicine (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0658726033051923, No, Yes,0.1056221195218031,no,yes,4.0,1.0,0.5,1.0,2.0,1.0
450,31,Medicine,Bachelor,Knowledge of Finance,0.0,72.0,2.0,Medicine (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0372435313407963, No, No,,no,no,1.0,1.0,0.5,0.5,1.0,0.5
451,32,Medicine,Bachelor,Differential Diagnosis,1.0,72.0,2.0,Medicine (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.1031084631634522, Yes, Yes,0.0842277756655424,yes,yes,8.0,4.0,4.0,4.0,4.0,4.0
452,33,Medicine,Bachelor,Laboratory Techniques,1.0,72.0,2.0,Medicine (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0585797126994414, Yes, Yes,0.0842277756655424,yes,yes,8.0,4.0,2.0,2.0,4.0,2.0
453,34,Medicine,Bachelor,Clinical Practices,1.0,72.0,2.0,Medicine (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0864780630628074, Yes, Yes,0.0871444578842904,yes,yes,8.0,4.0,2.0,2.0,4.0,2.0
454,35,Medicine,Bachelor,Population Health,0.0,72.0,2.0,Medicine (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0895036666919045, No, Yes,0.0959697907134602,no,yes,4.0,1.0,0.5,0.5,1.0,0.5
455,36,Medicine,Bachelor,Knowledge of Cardiovascular Disease,1.0,72.0,2.0,Medicine (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0895036666919045, Yes, Yes,,yes,yes,8.0,4.0,2.0,2.0,4.0,2.0
456,37,Medicine,Bachelor,Biology,1.0,72.0,2.0,Medicine (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.035290007002, Yes, Yes,0.0529185228192245,yes,yes,8.0,4.0,2.0,2.0,4.0,2.0
457,38,Medicine,Bachelor,Fundamental Science,0.0,72.0,2.0,Medicine (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0467443634112515, Yes, Yes,0.0842277756655424,yes,yes,8.0,4.0,2.0,2.0,4.0,2.0
458,39,Medicine,Bachelor,Nutrition and Dietetics,1.0,72.0,2.0,Medicine (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.070252369514608, Yes, Yes,,yes,yes,8.0,4.0,2.0,2.0,4.0,2.0
459,40,Medicine,Master,Cardiology,1.0,72.0,1.0,Medicine (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0974619624577034, Yes, Yes,0.0529185228192245,yes,yes,4.0,2.0,1.0,1.0,2.0,1.0
460,41,Medicine,Master,Endocrinology,1.0,72.0,1.0,Medicine (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0743278261802579, Yes, Yes,0.0529185228192245,yes,yes,4.0,2.0,1.0,1.0,2.0,1.0
461,42,Medicine,Master,Public Health,1.0,72.0,1.0,Medicine (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0622940737488091, No, Yes,0.0959697907134602,no,yes,2.0,1.0,0.5,0.5,1.0,0.5
462,43,Medicine,Master,Databases,0.0,72.0,1.0,Medicine (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0381783543206897," No, a Master of Medicine degree does not typically teach databases.", No.,0.0529185228192245,no,no,1.0,1.0,0.5,0.5,1.0,0.5
463,44,Medicine,Master,Primary Care,0.0,72.0,1.0,Medicine (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0864780630628074, No, Yes,0.1131682822163651,no,yes,2.0,1.0,0.5,1.0,2.0,1.0
464,45,Medicine,Master,Biomedical Sciences,1.0,72.0,1.0,Medicine (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0864780630628074, Yes, Yes,0.0842277756655424,yes,yes,4.0,2.0,1.0,1.0,2.0,1.0
465,46,Medicine,Bachelor,Genomics,1.0,72.0,1.0,Medicine (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.059982278688759, No. Bachelor of Medicine degrees typically do not teach genomics., Maybe,0.0529185228192245,no,maybe,0.5,1.0,0.5,0.5,1.0,0.5
466,47,Medicine,Bachelor,Medical Genetics,1.0,72.0,1.0,Medicine (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.1031084631634522, Yes, Yes,0.0753905155587756,yes,yes,4.0,2.0,2.0,2.0,2.0,2.0
467,48,Medicine,Bachelor,Histology,1.0,72.0,1.0,Medicine (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0895036666919045, No, Yes,0.0529185228192245,no,yes,2.0,1.0,0.5,0.5,1.0,0.5
468,49,Medicine,Bachelor,Buffers,0.0,72.0,1.0,Medicine (Bachelor 2022-2023) - Prospectus - Universiteit Leiden,0.0728732665912597, No, Maybe,0.0529185228192245,no,maybe,0.5,1.0,0.5,0.5,1.0,0.5
469,0,Psychology,Master,Public Relations,0.0,57.0,3.0,Master&#39;s Programme in Psychology with Specialisation in Health Psychology,0.141597003928256," No. Master's degrees in psychology typically focus on clinical or counseling psychology, not public relations.", No,0.0854071705026227,no,no,1.0,1.0,1.0,1.0,1.0,1.0
470,1,Psychology,Master,Health Psychology,1.0,57.0,3.0,Master&#39;s Programme in Psychology with Specialisation in Health Psychology,0.2272666885558812, Yes. Many master's degree programs in psychology offer courses in health psychology., Yes,0.089551778566096,yes,yes,12.0,6.0,12.0,12.0,6.0,12.0
471,2,Psychology,Master,Psychology,1.0,57.0,2.0,Psychology - master | UiT,0.1003693035824476, Yes, Yes,0.0536602644188573,yes,yes,8.0,4.0,4.0,4.0,4.0,4.0
472,3,Psychology,Master,Knowledge of Statistics,1.0,57.0,2.0,Psychology - master | UiT,0.0735466844609735, Yes, Yes.,,yes,yes,8.0,4.0,2.0,2.0,4.0,2.0
473,4,Psychology,Master,Behavioural Science,1.0,57.0,2.0,Master&#39;s Programme in Psychology with Specialisation in Health Psychology,0.1955423423125228, Yes, Yes,0.0973128644451756,yes,yes,8.0,4.0,4.0,4.0,4.0,4.0
474,5,Psychology,Master,Curriculum Development,0.0,57.0,2.0,Master&#39;s Programme in Psychology with Specialisation in Health Psychology,0.1365991099095161," No, a master's degree in psychology does not typically teach curriculum development.", Maybe,0.0854071705026227,no,maybe,1.0,1.0,1.0,1.0,1.0,1.0
475,6,Psychology,Master,Databases,0.0,57.0,1.0,Psychology - master | UiT,0.0890261999879366, No, No,0.0536602644188573,no,no,1.0,1.0,0.5,0.5,1.0,0.5
476,7,Psychology,Master,Information Literacy,1.0,57.0,1.0,Psychology - master | UiT,0.2404334818869809, No, Yes,0.0854071705026227,no,yes,2.0,1.0,2.0,2.0,1.0,2.0
477,8,Psychology,Master,Quality Management,0.0,57.0,1.0,Psychology - master | UiT,0.1154839890520033, No, No,0.1079129389822472,no,no,1.0,1.0,1.0,2.0,2.0,2.0
478,9,Psychology,Master,Reference Management,0.0,57.0,1.0,Psychology - master | UiT,0.2272666885558812, No, Maybe,0.1079129389822472,no,maybe,0.5,1.0,2.0,4.0,2.0,4.0
479,10,Psychology,Master,Administrative Operations,0.0,57.0,1.0,Psychology - master | UiT,0.0863172107538989, No, Maybe,0.0854071705026227,no,maybe,0.5,1.0,0.5,0.5,1.0,0.5
480,11,Psychology,Master,Data Analysis,1.0,57.0,1.0,Psychology - master | UiT,0.0842598505962625," No. Master's degrees in psychology typically focus on topics such as clinical psychology, counseling psychology, and research methods. Data analysis is not typically a focus of these degrees.", Yes.,0.1113865309592571,no,yes,2.0,1.0,0.5,1.0,2.0,1.0
481,12,Psychology,Master,Analysis of Variance (ANOVA),1.0,57.0,1.0,Psychology - master | UiT,0.141597003928256, Yes, Yes,,yes,yes,4.0,2.0,2.0,2.0,2.0,2.0
482,13,Psychology,Master,Confidence Intervals,0.0,57.0,1.0,Psychology - master | UiT,0.1610432946099108, No, No,0.0854071705026227,no,no,1.0,1.0,1.0,1.0,1.0,1.0
483,14,Psychology,Master,SPSS (Software),0.0,57.0,1.0,Psychology - master | UiT,0.1809671745677266, Yes, Yes,,yes,yes,4.0,2.0,2.0,2.0,2.0,2.0
484,15,Psychology,Master,Linear Regression,1.0,57.0,1.0,Psychology - master | UiT,0.1254488787327564," No. Linear regression is typically taught in statistics courses, not psychology courses.", Maybe,0.0854071705026227,no,maybe,0.5,1.0,1.0,1.0,1.0,1.0
485,16,Psychology,Master,Regression Analysis,1.0,57.0,1.0,Psychology - master | UiT,0.1667718310525927, Yes, Maybe,0.120757476341627,yes,maybe,2.0,2.0,2.0,4.0,4.0,4.0
486,17,Psychology,Master,Probability and Statistics,1.0,57.0,1.0,Psychology - master | UiT,0.1335467419343161, Yes, Yes,,yes,yes,4.0,2.0,2.0,2.0,2.0,2.0
487,18,Psychology,Master,Diagnostic Skills,1.0,57.0,1.0,Psychology - master | UiT,0.1472083352953617, Yes, Yes,0.0854071705026227,yes,yes,4.0,2.0,2.0,2.0,2.0,2.0
488,19,Psychology,Master,Knowledge of Advertising,0.0,57.0,1.0,Psychology - master | UiT,0.1667718310525927, No. A master's degree in psychology does not typically teach knowledge of advertising., No,,no,no,1.0,1.0,1.0,1.0,1.0,1.0
489,20,Psychology,Master,Applied Psychology,1.0,57.0,1.0,Psychology - master | UiT,0.2589910347992397, Yes, Yes,0.089551778566096,yes,yes,4.0,2.0,4.0,4.0,2.0,4.0
490,21,Psychology,Master,Career Counseling,0.0,57.0,1.0,Psychology - master | UiT,0.2589910347992397, Yes, Yes,0.0854071705026227,yes,yes,4.0,2.0,4.0,4.0,2.0,4.0
491,22,Psychology,Master,Consulting,0.0,57.0,1.0,Psychology - master | UiT,0.0863172107538989," No, a master's degree in psychology does not typically teach consulting. However, some programs may offer courses related to consulting, such as counseling or clinical psychology.", Yes,0.0536602644188573,no,yes,2.0,1.0,0.5,0.5,1.0,0.5
492,23,Psychology,Master,Data Collection,0.0,57.0,1.0,Psychology - master | UiT,0.0884714228074855," No. A master's degree in psychology typically does not teach data collection. However, some programs may offer courses in research methods or statistics that may include instruction in data collection.", Yes.,0.0787824876900541,no,yes,2.0,1.0,0.5,0.5,1.0,0.5
493,24,Psychology,Master,Empirical Research,1.0,57.0,1.0,Psychology - master | UiT,0.1135360969135472, Yes, Yes,0.0854071705026227,yes,yes,4.0,2.0,2.0,2.0,2.0,2.0
494,25,Psychology,Master,Event Management,0.0,57.0,1.0,Psychology - master | UiT,0.1809671745677266, No, No,0.1079129389822472,no,no,1.0,1.0,1.0,2.0,2.0,2.0
495,26,Psychology,Master,Independent Studies,0.0,57.0,1.0,Psychology - master | UiT,0.1081453373323881, No. Master's degree programs in psychology typically do not include independent studies as part of the curriculum., Maybe,0.0915537502229952,no,maybe,0.5,1.0,1.0,1.0,1.0,1.0
496,27,Psychology,Master,Microsoft PowerPoint,0.0,57.0,1.0,Psychology - master | UiT,0.1196476360682706, No. A master's degree in psychology does not typically teach Microsoft PowerPoint., No,0.0854071705026227,no,no,1.0,1.0,1.0,1.0,1.0,1.0
497,28,Psychology,Master,Scientific Reasoning,1.0,57.0,1.0,Psychology - master | UiT,0.2087091356436225, Yes, Yes,0.0787824876900541,yes,yes,4.0,2.0,4.0,4.0,2.0,4.0
498,29,Psychology,Master,Scientific Studies,1.0,57.0,1.0,Psychology - master | UiT,0.0879232898249122, Yes, Yes,0.0915537502229952,yes,yes,4.0,2.0,1.0,1.0,2.0,1.0
499,30,Psychology,Master,Biology,1.0,57.0,1.0,Master&#39;s Programme in Psychology with Specialisation in Health Psychology,0.0822910069550369, No, Maybe,0.0536602644188573,no,maybe,0.5,1.0,0.5,0.5,1.0,0.5
500,31,Psychology,Master,Health Impact Assessments,0.0,57.0,1.0,Master&#39;s Programme in Psychology with Specialisation in Health Psychology,0.2170537302082098, No, Maybe,0.1002897481286576,no,maybe,0.5,1.0,2.0,4.0,2.0,4.0
501,32,Psychology,Master,Risk Analysis,0.0,57.0,1.0,Master&#39;s Programme in Psychology with Specialisation in Health Psychology,0.1116677331304631," No, a master's degree in psychology does not typically teach risk analysis.", Maybe,0.1113865309592571,no,maybe,0.5,1.0,1.0,2.0,2.0,2.0
502,33,Psychology,Master,Sustainability,0.0,57.0,1.0,Master&#39;s Programme in Psychology with Specialisation in Health Psychology,0.098960929168751," No. Master's degrees in psychology typically focus on topics such as clinical psychology, counseling psychology, and educational psychology. Sustainability is not typically a topic covered in these programs.", Maybe,0.0536602644188573,no,maybe,0.5,1.0,0.5,0.5,1.0,0.5
503,34,Psychology,Master,Psychosomatics,1.0,57.0,1.0,Master&#39;s Programme in Psychology with Specialisation in Health Psychology,0.2589910347992397," No, master's degree programs in psychology typically do not teach psychosomatics. Psychosomatics is a specialty area of medicine, and is typically taught in medical school.", Maybe,0.0536602644188573,no,maybe,0.5,1.0,2.0,2.0,1.0,2.0
504,35,Psychology,Master,Epidemiology,0.0,57.0,1.0,Master&#39;s Programme in Psychology with Specialisation in Health Psychology,0.1809671745677266, No. Master's degrees in psychology typically do not include courses in epidemiology., Maybe,0.0536602644188573,no,maybe,0.5,1.0,1.0,1.0,1.0,1.0
505,36,Psychology,Master,Cognitive Science,1.0,57.0,1.0,Master&#39;s Programme in Psychology with Specialisation in Health Psychology,0.1667718310525927, Yes, Yes,0.0973128644451756,yes,yes,4.0,2.0,2.0,2.0,2.0,2.0
506,37,Psychology,Master,Grading of Landscape,0.0,57.0,1.0,Master&#39;s Programme in Psychology with Specialisation in Health Psychology,0.1306852754121094, No. Master Psychology degrees do not typically teach Grading of Landscape., No,,no,no,1.0,1.0,1.0,1.0,1.0,1.0
507,38,Psychology,Master,Causal Inference,0.0,57.0,1.0,Master&#39;s Programme in Psychology with Specialisation in Health Psychology,0.1667718310525927, No. Master's degrees in psychology typically do not teach causal inference., Maybe,0.0854071705026227,no,maybe,0.5,1.0,1.0,1.0,1.0,1.0
508,0,Business Studies,Master,Knowledge of Finance,1.0,201.0,8.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0415474984156287, Yes, Yes,,yes,yes,32.0,16.0,8.0,8.0,16.0,8.0
509,1,Business Studies,Master,Risk Analysis,1.0,201.0,4.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.053422117085425, Yes, Yes.,0.0770999789612817,yes,yes,16.0,8.0,4.0,4.0,8.0,4.0
510,2,Business Studies,Master,Marketing,1.0,201.0,4.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.061866501695084, Yes, Yes.,0.0581876751313224,yes,yes,16.0,8.0,4.0,4.0,8.0,4.0
511,3,Business Studies,Master,Artificial Intelligence,0.0,201.0,3.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.041294365078538, No, Maybe,0.0790165748945824,no,maybe,1.5,1.0,0.5,0.5,1.0,0.5
512,4,Business Studies,Master,Business Ethics,1.0,201.0,3.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0935479355882804, Yes, Yes.,0.0666959143773043,yes,yes,12.0,6.0,3.0,3.0,6.0,3.0
513,5,Business Studies,Master,Business Development,1.0,201.0,3.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0724167271583906, Yes, Yes.,0.0666959143773043,yes,yes,12.0,6.0,3.0,3.0,6.0,3.0
514,6,Business Studies,Master,Business Analysis,1.0,201.0,3.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0865751396339422, Yes, Yes.,0.0770999789612817,yes,yes,12.0,6.0,3.0,3.0,6.0,3.0
515,7,Business Studies,Master,Business Model,1.0,201.0,2.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0677403535537258, Yes, Yes.,0.0666959143773043,yes,yes,8.0,4.0,2.0,2.0,4.0,2.0
516,8,Business Studies,Master,Calculations,0.0,201.0,2.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0490681204828263, No, No.,0.0487438595966168,no,no,1.0,1.0,0.5,0.25,0.5,0.25
517,9,Business Studies,Master,Cash Management,1.0,201.0,2.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0964717108915217," No, a Master of Business Studies degree does not typically teach Cash Management. Cash Management is usually taught in a Master of Finance or Master of Accounting degree program.", Yes,0.1405177020860367,no,yes,4.0,1.0,0.5,1.0,2.0,1.0
518,10,Business Studies,Master,Financial Management,1.0,201.0,2.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0846699568140591, Yes, Yes,0.1405177020860367,yes,yes,8.0,4.0,2.0,4.0,8.0,4.0
519,11,Business Studies,Master,Market Research,1.0,201.0,2.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0661177009737021, Yes, Yes.,0.0775835668417632,yes,yes,8.0,4.0,2.0,2.0,4.0,2.0
520,12,Business Studies,Master,Multidisciplinary Approach,0.0,201.0,2.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.04483804594274, Yes, Yes,0.0775835668417632,yes,yes,8.0,4.0,2.0,2.0,4.0,2.0
521,13,Business Studies,Master,Business Process Modeling,1.0,201.0,2.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0812947059326119, No, Yes,0.0853896788240406,no,yes,4.0,1.0,0.5,0.5,1.0,0.5
522,14,Business Studies,Master,Machine Learning,0.0,201.0,2.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0454379681220182, No, Maybe,0.0775835668417632,no,maybe,1.0,1.0,0.5,0.5,1.0,0.5
523,15,Business Studies,Master,Customer Relationship Management,1.0,201.0,2.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.1038390362546723, No, Yes,0.1385618540896204,no,yes,4.0,1.0,1.0,2.0,2.0,2.0
524,16,Business Studies,Master,Information Technology,0.0,201.0,2.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0405520638295003, No. A Master of Business Studies degree typically does not include courses in Information Technology., Maybe,0.0775835668417632,no,maybe,1.0,1.0,0.5,0.5,1.0,0.5
525,17,Business Studies,Master,Simulations,0.0,201.0,2.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0431310164190331, No, Maybe,0.0487438595966168,no,maybe,1.0,1.0,0.5,0.25,0.5,0.25
526,18,Business Studies,Master,Business Processes,1.0,201.0,2.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0886620312957625, Yes, Yes.,0.0666959143773043,yes,yes,8.0,4.0,2.0,2.0,4.0,2.0
527,19,Business Studies,Master,Business Intelligence,1.0,201.0,2.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.1038390362546723, No, Yes,0.0790165748945824,no,yes,4.0,1.0,1.0,1.0,1.0,1.0
528,20,Business Studies,Master,Decision Trees,0.0,201.0,2.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0734850263368527, No, No,0.0775835668417632,no,no,1.0,1.0,0.5,0.5,1.0,0.5
529,21,Business Studies,Master,Business Process Improvement,1.0,201.0,2.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0909689829987477, Yes, Yes,0.0842736728345232,yes,yes,8.0,4.0,2.0,2.0,4.0,2.0
530,22,Business Studies,Master,Linear Programming,0.0,201.0,2.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0704248282259968, No, Yes,0.0775835668417632,no,yes,4.0,1.0,0.5,0.5,1.0,0.5
531,23,Business Studies,Master,Data Science,0.0,201.0,2.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0451359524401061, No, Maybe,0.0775835668417632,no,maybe,1.0,1.0,0.5,0.5,1.0,0.5
532,24,Business Studies,Master,Intellectual Capital,0.0,201.0,1.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.1150239667318787, No, Yes,0.0883995698933925,no,yes,2.0,1.0,1.0,1.0,1.0,1.0
533,25,Business Studies,Master,Annuity Investments,1.0,201.0,1.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.1087249405471902," No, a Master of Business Studies degree does not typically teach Annuity Investments.", Maybe,0.0883995698933925,no,maybe,0.5,1.0,1.0,1.0,1.0,1.0
534,26,Business Studies,Master,Benchmarking Skills,0.0,201.0,1.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0783709306293706, Yes, Yes,0.0775835668417632,yes,yes,4.0,2.0,1.0,1.0,2.0,1.0
535,27,Business Studies,Master,Corporate Finance,1.0,201.0,1.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0661177009737021, Yes, Yes,0.0883995698933925,yes,yes,4.0,2.0,1.0,1.0,2.0,1.0
536,28,Business Studies,Master,Business Performance Management,1.0,201.0,1.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0685991220443348, Yes, Yes,0.137188544621802,yes,yes,4.0,2.0,1.0,2.0,4.0,2.0
537,29,Business Studies,Master,Capital Budgeting,1.0,201.0,1.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.1038390362546723, Yes, Yes,0.1011821253372449,yes,yes,4.0,2.0,2.0,4.0,4.0,4.0
538,30,Business Studies,Master,Money Investments,1.0,201.0,1.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0661177009737021," No, a Master of Business Studies degree does not typically teach money investments.", Yes,0.0883995698933925,no,yes,2.0,1.0,0.5,0.5,1.0,0.5
539,31,Business Studies,Master,Capital Markets,1.0,201.0,1.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0783709306293706," No, a Master of Business Studies degree does not typically teach Capital Markets.", Yes.,0.1011821253372449,no,yes,2.0,1.0,0.5,1.0,2.0,1.0
540,32,Business Studies,Master,Equations,0.0,201.0,1.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.057767357123304, No, No.,0.0487438595966168,no,no,1.0,1.0,0.5,0.25,0.5,0.25
541,33,Business Studies,Master,Financial Analysis,1.0,201.0,1.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0935479355882804, Yes, Yes,0.0770999789612817,yes,yes,4.0,2.0,1.0,1.0,2.0,1.0
542,34,Business Studies,Master,Working Capital,1.0,201.0,1.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.1087249405471902, Yes, Yes,0.0883995698933925,yes,yes,4.0,2.0,2.0,2.0,2.0,2.0
543,35,Business Studies,Master,Value Creation,0.0,201.0,1.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0935479355882804, Yes, Yes.,0.0775835668417632,yes,yes,4.0,2.0,1.0,1.0,2.0,1.0
544,36,Business Studies,Master,Financial Securities,1.0,201.0,1.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0865751396339422, No, Yes.,0.0694432173428482,no,yes,2.0,1.0,0.5,0.5,1.0,0.5
545,37,Business Studies,Master,Financial Stocks,1.0,201.0,1.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0797840525215412," No. A Master of Business Studies degree typically focuses on topics such as business strategy, management, economics, and marketing. It does not typically cover topics related to financial stocks.", Yes,0.0775835668417632,no,yes,2.0,1.0,0.5,0.5,1.0,0.5
546,38,Business Studies,Master,Accounting Control,1.0,201.0,1.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0998469617729689, No. A Master of Business Studies degree typically does not teach Accounting Control., Yes.,0.0883995698933925,no,yes,2.0,1.0,0.5,0.5,1.0,0.5
547,39,Business Studies,Master,Strategies of Marketing,1.0,201.0,1.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0886620312957625, Yes, Yes,0.0379531598999445,yes,yes,4.0,2.0,1.0,0.5,1.0,0.5
548,40,Business Studies,Master,Neuroimaging,0.0,201.0,1.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.0998469617729689, No, No,0.0487438595966168,no,no,1.0,1.0,0.5,0.25,0.5,0.25
549,41,Business Studies,Master,Raw Materials,0.0,201.0,1.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.050553149795256," No, a Master of Business Studies degree does not typically teach Raw Materials.", No.,0.0775835668417632,no,no,1.0,1.0,0.5,0.5,1.0,0.5
550,42,Business Studies,Master,Capacity Management,0.0,201.0,1.0,Business Studies (Master 2022-2023) - Prospectus - Universiteit Leiden,0.1087249405471902, No. Master Business Studies degrees typically do not teach Capacity Management., Yes,0.1405177020860367,no,yes,2.0,1.0,1.0,2.0,2.0,2.0
